Time (s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,835.5133479,865.7033912,884.7554622,859.3786592,864.9152992,859.8105743,830.8185379,826.235115,829.9672662,839.3826993,834.9107832,820.441445,826.4517974,824.957648,830.4683235,845.1851177,903.032362,890.933568,895.1822814,864.4317827,875.253179,859.3244705,852.5186801,841.4809764,856.4991255,832.5519181,840.8312476,835.2137263,823.2221564,858.7588657,846.8679207,839.4116609,925.7322457,938.628526,903.9526877,889.7612451,870.2194903,873.3837803,847.9573455,856.8791839,836.4419618,863.0492158,838.6868904,838.7299105,829.2001878,834.400612,817.9497915,833.0035737,1039.844282,998.7573594,983.3418254,957.6069167,920.3898026,908.6635131,890.2190995,864.6766546,943.872859,857.7973005,859.0269825,955.7486961,858.9650413,859.4030575,856.4465944,850.1045264,979.276531,973.978772,935.1302262,917.4965066,906.4497994,887.9704239,865.220609,890.8960818,872.1771919,856.1870621,864.5235459,852.8040729,822.4867435,1077.716769,891.3404324,872.9731845,972.4689349,959.9864899,929.1575113,920.1503355,888.6962659,875.6199857,864.7382617,865.493434,865.5090115,857.8907874,865.7175348,849.6088076,855.5862938,843.6300356,844.4627738,845.4154395,996.6219018,994.3302376,953.6665606,942.7710113,916.3957588,877.5831109,873.4846604,851.5475093,853.7522982,856.5689232,838.6151798,840.3840544,829.1387004,851.9067809,891.3838748,847.6439334,984.3001037,956.3284633,957.0129145,909.3809282,906.6209973,881.1095939,881.0979084,869.4422518,840.0637533,852.2149901,852.7910481,857.8985904,848.0127097,856.9953706,855.0313598,849.560531,1017.307828,986.7485984,980.8407239,942.6866036,918.2830009,889.5220741,866.5299117,854.0548221,856.9866789,871.8257641,850.9777068,845.3799576,841.0106865,845.2183306,851.011862,824.0735983,1152.39049,1097.373576,1041.182779,989.7087959,961.2549375,922.7902382,871.6261625,856.3969028,832.9920899,871.1316066,834.9909208,1001.919809,850.1202362,843.1903743,832.9382006,828.1916097,1049.014367,1010.963403,974.1800124,943.054028,922.1421827,891.7225078,868.0441766,844.4638768,846.9929156,840.2946171,842.943974,846.7614247,857.7459859,873.2696452,840.7606557,842.653479,1025.892678,1024.57453,988.7723097,943.1713397,887.7127667,896.7193973,870.5796065,859.1920256,857.0668543,871.2676787,852.0708976,851.7268,865.1520845,859.1382561,828.1786825,836.44592,1144.271832,1113.665407,1049.929956,1011.984133,945.8034395,917.5542628,872.6952732,862.9655707,865.4543154,848.6387934,857.8288746,838.2396058,845.2101117,843.6477434,838.8485048,818.0945301,1098.506985,1055.924274,1014.299514,974.0117044,940.3458529,896.8636285,1082.112011,1119.533498,856.3197686,840.9113631,846.2725004,850.713876,851.6856046,861.110013,843.2514363,871.5819575,1153.31252,1099.143056,1038.426933,974.3693814,911.6334549,909.0946089,881.9553097,856.9350208,865.677559,843.8598783,859.4337272,849.0042103,844.423901,844.2506705,841.7750483,827.1274561,1220.685277,1274.741183,1164.630455,1055.010469,985.5519591,960.8359905,907.897106,898.6828377,880.6649975,866.5187462,859.2873971,866.8718379,860.9349231,849.233823,852.0418288,864.5363721,1208.955275,1130.785552,1107.027272,1002.458916,976.377969,922.6756524,866.7289839,943.2555142,865.1292556,870.7186819,864.8342667,864.4944834,851.6509453,860.7919179,849.60894,855.0782656,1156.831364,1077.962671,994.1021376,989.9989537,976.2964606,906.0583202,881.3422634,872.4579364,860.1954229,859.7800717,853.8791713,847.4105547,864.4888109,855.654935,840.7832924,828.6305461,1282.742516,1241.395299,1170.99123,1080.471024,996.9088987,947.8234006,908.5228715,873.596454,843.8162342,839.2629768,862.8110501,860.4470923,842.5933121,846.8724304,847.3783567,838.7516773,1257.582052,1210.418654,1124.502267,1037.858104,1004.248048,896.9596177,897.7262863,861.3094477,857.9424141,848.6667717,866.5910367,862.5068937,848.2028004,835.4120454,836.9793361,843.1644255,1283.491332,1214.961297,1127.137336,1053.834245,975.6723214,945.7894503,886.8686203,871.8422965,864.318404,858.0131068,861.5437843,842.8388646,832.3308616,840.2530277,837.6797776,829.7737499,1527.409789,1459.987744,1298.698592,1157.15343,1057.286036,976.2896788,909.4306766,873.0851956,860.4756379,868.4028432,847.1390502,850.5319948,842.1189631,843.4498057,830.2179083,847.9156144,1381.164312,1282.330483,1191.811454,1098.575481,1028.873738,949.2641964,886.1787329,861.0387247,861.5984615,834.1794199,850.4424724,846.429186,851.3188011,848.9144704,852.2532231,841.5412852,1335.089069,1246.844392,1182.515475,1067.206002,1005.451952,944.9264994,896.8629131,866.719558,852.4529162,996.8368004,845.1220798,834.8658219,840.0566563,885.0174904,830.8563455,813.4535496,1579.718156,1423.506241,1307.480642,1140.9269,1066.129993,969.4776422,907.416284,868.6390108,868.247226,900.8672684,824.019917,828.4587652,835.0993045,832.5433904,822.8538118,829.5828367,1494.808497,1325.271482,1237.805866,1078.732145,1026.391281,960.6156241,885.9045245,852.6420583,857.7890469,840.7083012,842.6091669,847.2722766,830.1527211,835.8218343,839.3568104,825.8640949,1498.592086,1369.773387,1251.586007,1115.586083,1023.291998,954.3401898,889.6854849,861.4293183,871.4027676,845.5812579,843.5234734,835.6426948,832.386771,836.4959268,821.4879505,804.9071591,1735.885168,1537.580861,1143.62292,1227.004015,1126.296571,995.5914716,923.3509834,879.7557238,865.8091089,842.1644349,850.5643977,820.9442041,857.5756294,851.2200638,821.0881358,830.9508157,1593.848272,1407.818661,1291.585705,1156.488477,1074.221249,972.5245795,893.5064746,858.1909069,847.2881125,845.7761292,845.3346181,828.8207817,825.8698746,812.2414904,817.1279162,816.1384735,1532.70885,1392.306243,1267.107791,1113.21811,1030.984063,955.5862497,893.9477872,874.5348847,841.6243504,850.0573401,829.1986972,840.9109408,820.0154546,823.3473025,819.1495476,807.0933767,1587.387458,1583.410372,1413.045425,1220.937882,1101.052348,1015.312662,919.4354163,859.8834446,854.2661534,832.640117,828.9418468,827.6684672,825.4152409,815.2855882,807.9181512,811.6991022,1618.380752,1365.111248,1330.72126,1170.313308,1085.791795,984.3007434,909.5760832,870.897563,849.1680086,832.7476341,835.8982311,836.3332094,828.4849252,822.3105822,818.8502412,874.3457048,1585.591535,1472.410722,1341.387067,1155.673853,1028.533161,975.0665108,898.4710873,866.0041,849.4687773,827.0760375,856.5409291,822.813357,827.796103,818.6566903,813.8100511,808.3829168,1932.55645,1726.240321,1570.282604,1343.308253,1165.993757,1050.867927,928.9462336,850.1325804,848.8680184,840.2875768,841.7615634,828.6563657,813.9694533,813.6524548,803.9912769,823.0178497,1775.511574,1539.413722,1406.422962,1223.145028,1137.690492,988.6931617,903.2852384,866.4667352,854.1539029,840.0787068,843.7541733,831.578201,816.9470498,816.7324694,805.841496,821.1908943,1671.371887,1513.398781,1360.787386,1182.822197,1070.588922,975.741202,908.6587135,867.4864977,838.7044501,841.5874346,826.1515897,823.3308931,828.7778405,815.9460981,808.8884081,796.7835067,2013.223225,1870.69659,1558.760769,1363.867798,1178.369441,1055.009249,935.1333619,891.8465698,859.1797698,834.9741552,841.499012,851.0922642,815.9642818,810.3184292,815.7001705,808.3372117,1941.856109,1844.931189,1475.214949,1270.758945,1139.715458,1064.14656,906.4168387,858.8326878,850.3914382,840.8439636,826.8633102,821.1741067,814.0068827,815.7238881,815.131386,823.0420431,1976.523549,1662.731694,1443.09522,1243.959851,1138.36207,997.3385983,912.7490711,867.6003019,844.9063807,847.3597002,825.2064781,810.0971867,804.3075253,811.9327833,805.1191206,796.0293397,1285.495375,1988.491357,1754.776422,1473.870902,1284.780636,1076.771443,971.146308,871.9987457,845.6440972,851.1872954,833.7265668,845.8980641,823.6967134,814.0180797,807.2230325,829.5257046,2056.889908,1779.292395,1543.939811,1322.971621,1163.436853,1034.051415,912.4511009,859.2990259,840.8198395,824.0716949,812.4647119,811.198568,806.3808999,809.9219645,804.1585386,815.2079561,1944.374685,1675.261467,1485.621634,1244.491988,1137.071449,1014.37172,905.7015382,871.2841985,855.5653873,833.6108403,818.4079769,812.3784354,815.0518945,805.1513754,797.6701406,789.3998115,2190.666066,2059.450594,1782.994898,1482.555296,1288.445328,1097.129536,965.1398129,897.8527372,879.1474456,844.402443,832.6242905,812.6156525,827.7440856,821.0892199,814.45054,799.0333641,2166.596533,1915.382854,1636.80355,1408.334558,1198.331835,1064.831497,930.1085318,864.2831175,841.4743364,837.5087751,817.8050624,812.1159692,811.9577804,804.0681243,806.7358982,799.1914111,2150.928898,1853.903885,1633.202498,1352.630114,1232.133687,1050.906507,927.4918835,864.2677165,848.5472572,817.2920045,824.4129152,811.3772158,802.8597964,809.6031571,784.541197,784.9199917,2347.299681,2169.628397,1844.054636,1576.964647,1342.692311,1112.761324,976.2793074,886.413265,855.0698009,848.8511236,828.3155583,810.3229326,797.4689506,806.0906664,799.9605316,794.8088095,2479.761768,2127.66916,1769.11133,1506.480844,1279.154892,1101.742797,946.5756987,878.4050303,844.8710501,829.1912378,832.4237119,811.6471068,800.4681092,804.6287057,812.5293067,789.5923666,2279.300154,1928.665959,1748.437833,1377.456335,1232.188058,1064.976456,937.8438376,887.6173921,831.1597078,836.1562097,818.2696042,814.5860323,805.5277782,794.4024367,800.5695409,772.0434739
40,20233.64218,9793.671931,9343.543863,7055.958304,5413.173199,3705.097571,2408.53099,1657.839265,1391.05312,1128.338923,1132.695169,1110.666145,1028.231031,989.5044671,949.0698355,976.8028375,14667.95815,11237.64468,9281.219629,6731.688277,5003.830461,3649.932005,2224.860351,1575.066007,1406.612258,1263.179001,1157.838209,982.7951544,1021.714897,1018.40602,977.1072587,982.6106827,15031.02476,11853.51236,9908.820763,6623.346026,5132.631161,3747.739346,2262.664474,1619.968331,1433.193712,1321.806392,1190.761295,1126.429104,1055.615359,1025.517854,990.7847515,981.7375936,24022.53898,13155.88261,9910.183696,7226.392964,5390.890759,3662.821923,2307.63157,1655.066631,1422.909778,1306.605587,1164.199769,1165.757791,1038.848883,1011.218545,972.1913859,957.0943126,12987.59323,10747.62774,10067.1384,5940.218349,4616.548395,3168.695639,2082.48114,1505.756745,1320.510143,1211.727774,1120.219418,1046.562094,988.140585,1206.254291,1007.672942,967.0443248,13335.81775,11077.756,8403.932462,6746.998938,4609.435624,3197.437074,2072.60184,1520.253538,1401.852775,1213.819978,1130.764995,1100.026277,1038.522575,1019.022876,1000.227539,984.9362908,16132.37785,11051.88764,9997.748627,6741.263859,5077.928926,3395.78132,2195.698756,1559.189177,1356.225412,1221.771166,1100.562705,1068.929588,1006.344293,977.2852479,972.5447203,930.3140928,12219.19289,9722.870076,7816.177529,3804.113558,3636.589121,2972.988286,1946.153522,1373.92412,1254.85494,1158.651765,1087.698806,1058.282481,993.3269633,971.3054075,965.3892826,989.481175,12653.37036,8173.611735,7862.636647,5809.611716,4403.375262,3040.025435,1923.653255,1415.068272,1303.401964,1133.989603,1094.195899,1047.839898,1008.955653,993.7420466,982.4998661,962.5916197,15605.66038,12321.26665,9247.917991,6235.078474,4933.462424,3115.046108,2083.58469,1528.372687,1325.532499,1224.478603,1084.672933,1172.497606,993.6646256,978.6233167,934.3086629,922.2267197,11857.50906,9679.051995,7487.89519,5852.783765,4061.464725,3012.729907,1868.062619,1372.25247,1229.315145,1141.833126,1073.496664,1026.281085,982.3749972,985.3362253,955.6431108,941.6346177,11378.29654,9899.38893,7482.23427,5681.660412,1898.090496,2991.103212,1907.192858,1439.607197,1286.134102,1103.413602,1098.20495,1033.493872,1014.894443,987.7135325,962.4677499,948.8148098,15345.52604,12093.0889,8714.91603,7237.874747,4527.529259,3247.130995,1937.428628,1479.787263,1296.51579,1205.812434,1136.114362,1028.034385,1000.232052,973.0881957,944.2758125,896.4178723,10616.45093,9931.206176,7680.445454,5604.727418,4328.617427,2906.494014,2054.959652,1650.796491,1196.251887,1090.548269,982.9025391,1027.23752,988.5107322,977.0344041,937.8802901,1109.063678,12349.25909,9821.505542,7675.427906,5518.643492,2079.787017,2883.166389,1893.885335,1414.945146,1292.755642,1013.449182,1094.688381,1045.319579,1016.431234,1000.366202,972.3337861,965.1573947,6632.339046,11278.62318,7572.931182,4752.701459,2647.000425,3318.693357,2086.808425,1478.30755,1335.401075,1214.122275,1073.101989,1030.797033,1012.322217,964.0388728,965.7456613,952.3403001,12175.02902,8279.549126,8233.515765,5651.916286,4298.615054,2826.381962,1403.948373,1243.248616,1133.393178,1143.089188,1063.312013,1042.770138,947.5740411,963.7662401,947.4069022,922.9540806,8222.197626,6416.869292,2643.550654,4361.83196,4122.435479,2884.007154,1863.852595,1319.403108,1177.015288,1151.149992,1061.117343,1000.6038,998.8095879,966.4767315,926.1637101,948.6740452,11495.1181,8956.132996,9250.662795,6196.368682,4731.374733,3316.957059,2074.134229,1460.616428,1080.04758,1109.154577,1101.581888,1055.445876,983.5814722,1005.030046,962.6302751,951.3362789,12019.71864,10020.68702,7095.803143,4764.331114,4418.679926,1664.409014,1914.860168,1408.155397,1252.834714,1174.515336,1080.732555,1027.01623,958.064954,963.7001547,919.395056,949.5824806,11702.3919,9707.758705,6517.506134,5555.278249,3787.720645,3151.746695,1825.114457,1353.403225,1268.213856,1097.3015,1087.335381,1039.722479,942.1526423,1003.002827,969.7084461,973.7687959,14891.79932,12576.06397,9364.395557,6456.001021,4815.89155,3359.34002,2091.691293,1529.993584,1360.006605,1234.565765,1095.346338,1071.138704,948.8691435,969.5521167,970.4810804,958.2188096,12481.49468,10227.45085,7910.623786,5829.167766,4460.600371,3166.38061,1961.999244,1425.939338,1245.078675,1023.379976,1091.446613,1053.994078,1002.835149,971.3767683,891.0420053,955.4384669,11938.21138,9720.915674,7530.538991,5610.875837,4223.768752,3023.467586,1887.777497,1442.283297,1245.23434,1277.610175,1033.902375,938.3910853,1023.220883,1031.772574,980.8953413,940.8805926,17018.92155,11271.80555,9652.523874,6418.799267,4835.330209,3199.691469,2035.441993,1496.260701,1332.059527,1208.144143,1089.733925,1039.415588,1006.834951,993.4439567,936.2905864,933.7719662,13534.17292,10334.26726,8198.621442,3440.198032,4369.209346,3172.495965,1923.213496,1430.000485,1263.696297,1146.911338,1075.273654,1024.87105,1004.288251,970.5029576,927.1627174,942.767072,10188.46576,10226.65258,7884.083535,5763.928056,4125.577829,2974.537614,1915.29665,1441.862822,1260.886388,1160.634674,1087.647665,1035.617723,1023.302918,998.7819184,964.0717673,952.459843,15325.19133,7483.219065,2259.454936,6426.173804,4904.676402,3405.855744,2050.99411,1479.291787,1387.201338,1210.496488,1093.830356,1020.287378,1038.133485,1034.459285,962.8016936,954.33753,13071.09265,10187.38244,7639.281469,5862.79622,4137.934362,3079.531071,1927.862336,1433.929556,1161.394476,1168.548691,1084.092677,1032.561442,993.0220158,913.4414103,949.518617,944.3604093,11345.95456,9957.342569,7652.192259,5465.349405,4072.494313,2966.974017,1926.965382,1489.16105,1281.726469,1168.500386,1052.968177,1033.330509,1013.568053,983.9387521,946.451684,924.6162607,8994.549211,10863.52626,9196.891251,6523.507767,4519.743528,3326.743083,2117.385627,1536.417526,1351.122395,1109.086273,1099.683326,1089.507508,989.4534488,1001.33927,894.1803213,939.1704163,10984.75623,4805.382104,7491.538345,4611.980972,4488.751807,3071.28048,1929.043553,1389.054384,1271.289149,1157.008953,1025.453496,1034.388886,1000.696461,959.6689714,950.6668663,965.9149147,8429.036793,9257.140188,7599.352818,4633.440597,2515.492019,2790.955228,1731.978473,1450.864741,1169.319693,1039.556601,1099.721922,1053.88474,1023.949092,988.3533911,965.2044044,958.0542486,14866.78242,7864.3809,9600.985529,6672.384663,4828.780544,3475.104634,2100.518028,1109.970865,1415.010415,1218.661102,1135.039856,1082.207423,1003.593265,999.2853361,913.2714446,923.4353501,12933.85357,8737.404876,8117.220042,5238.847484,3382.985689,3140.182474,1989.548429,1362.215081,1276.862951,1169.110561,1137.943911,1069.167536,995.6919579,970.7649133,955.110158,926.6913055,12221.38447,9846.616592,7505.649628,5502.547134,4292.812358,2844.607062,1942.402188,1477.520048,1267.240233,1147.05855,1030.891711,1035.089447,1022.006315,974.4029188,951.7868252,949.5161558,15913.47688,13126.87815,7902.550462,6705.206982,4883.758765,3590.161699,2137.158085,1520.428631,1393.087121,1207.690303,1140.177466,1080.631737,1003.365338,1006.158466,960.7568394,936.2020661,14043.95397,12654.88632,8292.889105,6001.203752,4483.34087,3017.749701,1964.829234,1404.964647,1282.223048,1175.524296,1060.737187,1040.967937,1003.767658,988.6275081,941.9487421,934.3045094,13826.62637,10216.03071,6457.825714,5587.153843,4397.457098,2395.975599,1889.632056,1444.650523,1291.710945,1208.62412,1109.319485,1024.845344,927.1695339,1013.350656,967.6120063,970.8099755,1808.016829,12686.86693,9870.461819,7026.24103,5281.461299,2156.505517,2204.049736,1592.596782,1405.333175,1241.623578,1155.510959,1081.814375,1013.182376,1001.135814,964.35162,938.1102084,13857.43446,10605.69588,8326.598096,6027.338545,4273.07229,3228.709804,1965.091259,1439.065045,1301.30647,1171.036878,1029.344088,956.7134632,996.4958732,1019.370544,928.5941283,944.3609608,12922.53137,9857.213112,7773.823643,5618.373226,4361.217993,2970.886281,1904.485726,1456.195164,1249.394287,1201.348387,1114.063649,1042.447348,1020.109061,995.4169269,968.2060432,966.4082511,15748.31172,13332.37937,10265.44295,7332.651761,5392.130595,3801.999426,2378.753612,1676.698525,1469.098034,1290.907547,1182.496809,1106.946804,1059.171264,1021.449541,987.0333956,967.0959608,14483.50753,11516.24189,8649.069123,6478.396137,4601.996218,3403.426413,2162.456994,1535.846541,1344.610166,1215.946256,1125.189631,1078.024802,1033.1211,990.7912529,965.0429255,946.3962284,13805.47008,10887.60839,8372.928699,6087.891578,4933.527545,3232.511816,2052.304528,1527.736985,1313.051658,1240.765254,1144.276418,1094.952577,1038.81492,1013.464806,987.1829212,984.534954,15584.87027,13364.01579,10429.78477,7715.586934,5693.797975,3875.841474,2505.764422,1754.226502,1520.156635,1371.709634,1219.076132,1169.938191,1093.695002,1002.480267,1028.390969,1017.314348,16302.84469,12911.07922,9854.552425,7130.930861,5135.67841,3763.372123,2387.476492,1674.98568,1458.730226,1296.094606,1192.180413,1138.335478,1069.87181,1047.434219,1004.564385,985.0760911,14643.18324,11611.24132,9512.168516,6535.966242,4985.444061,3548.695506,2219.639632,1649.939159,1359.69597,1285.087786,1191.262145,1125.457048,1068.957021,995.5590025,998.6404384,809.1661209
