∆G,∆G err,Kd,Kd err
-11.274000000000001,4.39686,5.3793268897847,2.097937487016033
-11.254000000000001,2.36334,5.564133854143793,1.1684681093701965
-11.254000000000001,3.1511200000000006,5.564133854143793,1.5579574791602622
-11.194,3.24626,6.157529026648557,1.7856834177280816
-11.114,4.334460000000001,7.048310037826505,2.7488409147523374
-11.074000000000002,3.100720000000001,7.540918813854055,2.1114572678791355
-11.014000000000001,3.6346200000000004,8.345131102359453,2.7538932637786195
-10.954,3.9434400000000003,9.235109783654398,3.324639522115583
-10.684000000000001,2.56416,14.570756705656121,3.496981609357469
